,cuisine
47493,french
47494,indian
47495,mexican
47496,mexican
47497,cajun_creole
47498,thai
47499,jamaican
47500,greek
47501,thai
47502,southern_us
47503,chinese
47504,moroccan
47505,italian
47506,chinese
47507,thai
47508,indian
47509,southern_us
47510,italian
47511,mexican
47512,russian
47513,mexican
47514,mexican
47515,mexican
47516,italian
47517,italian
47518,indian
47519,moroccan
47520,mexican
47521,italian
47522,chinese
47523,moroccan
47524,irish
47525,mexican
47526,italian
47527,french
47528,southern_us
47529,chinese
47530,southern_us
47531,greek
47532,italian
47533,mexican
47534,thai
47535,italian
47536,thai
47537,cajun_creole
47538,indian
47539,chinese
47540,indian
47541,korean
47542,mexican
47543,korean
47544,mexican
47545,mexican
47546,mexican
47547,british
47548,southern_us
47549,japanese
47550,italian
47551,japanese
47552,filipino
47553,indian
47554,thai
47555,british
47556,italian
47557,mexican
47558,british
47559,chinese
47560,vietnamese
47561,vietnamese
47562,cajun_creole
47563,italian
47564,cajun_creole
47565,japanese
47566,french
47567,russian
47568,jamaican
47569,mexican
47570,italian
47571,mexican
47572,indian
47573,british
47574,indian
47575,brazilian
47576,italian
47577,korean
47578,irish
47579,french
47580,mexican
47581,japanese
47582,italian
47583,thai
47584,korean
47585,cajun_creole
47586,italian
47587,italian
47588,spanish
47589,southern_us
47590,korean
47591,chinese
47592,french
47593,french
47594,chinese
47595,italian
47596,mexican
47597,spanish
47598,mexican
47599,irish
47600,french
47601,southern_us
47602,moroccan
47603,japanese
47604,italian
47605,moroccan
47606,greek
47607,mexican
47608,indian
47609,indian
47610,indian
47611,brazilian
47612,southern_us
47613,russian
47614,italian
47615,cajun_creole
47616,korean
47617,mexican
47618,mexican
47619,southern_us
47620,indian
47621,chinese
47622,indian
47623,southern_us
47624,moroccan
47625,french
47626,greek
47627,chinese
47628,mexican
47629,chinese
47630,southern_us
47631,southern_us
47632,southern_us
47633,italian
47634,mexican
47635,chinese
47636,greek
47637,greek
47638,italian
47639,southern_us
47640,indian
47641,indian
47642,mexican
47643,mexican
47644,thai
47645,italian
47646,french
47647,chinese
47648,mexican
47649,french
47650,indian
47651,italian
47652,mexican
47653,moroccan
47654,brazilian
47655,indian
47656,indian
47657,italian
47658,vietnamese
47659,mexican
47660,greek
47661,mexican
47662,irish
47663,italian
47664,french
47665,spanish
47666,indian
47667,southern_us
47668,indian
47669,italian
47670,indian
47671,italian
47672,mexican
47673,italian
47674,thai
47675,british
47676,brazilian
47677,moroccan
47678,chinese
47679,jamaican
47680,spanish
47681,italian
47682,japanese
47683,greek
47684,japanese
47685,mexican
47686,mexican
47687,southern_us
47688,thai
47689,italian
47690,mexican
47691,southern_us
47692,chinese
47693,indian
47694,vietnamese
47695,southern_us
47696,italian
47697,russian
47698,southern_us
47699,southern_us
47700,thai
47701,french
47702,russian
47703,italian
47704,southern_us
47705,mexican
47706,french
47707,british
47708,mexican
47709,spanish
47710,mexican
47711,chinese
47712,italian
47713,thai
47714,italian
47715,chinese
47716,mexican
47717,chinese
47718,vietnamese
47719,french
47720,southern_us
47721,korean
47722,cajun_creole
47723,thai
47724,italian
47725,italian
47726,cajun_creole
47727,italian
47728,chinese
47729,southern_us
47730,mexican
47731,italian
47732,chinese
47733,italian
47734,italian
47735,spanish
47736,mexican
47737,mexican
47738,mexican
47739,spanish
47740,british
47741,vietnamese
47742,southern_us
47743,brazilian
47744,southern_us
47745,southern_us
47746,korean
47747,spanish
47748,british
47749,mexican
47750,filipino
47751,italian
47752,southern_us
47753,southern_us
47754,cajun_creole
47755,french
47756,indian
47757,mexican
47758,southern_us
47759,french
47760,japanese
47761,italian
47762,southern_us
47763,southern_us
47764,mexican
47765,irish
47766,indian
47767,mexican
47768,mexican
47769,southern_us
47770,chinese
47771,cajun_creole
47772,japanese
47773,mexican
47774,italian
47775,thai
47776,italian
47777,indian
47778,french
47779,korean
47780,thai
47781,greek
47782,french
47783,french
47784,french
47785,italian
47786,indian
47787,indian
47788,korean
47789,vietnamese
47790,mexican
47791,italian
47792,russian
47793,southern_us
47794,french
47795,french
47796,southern_us
47797,filipino
47798,brazilian
47799,mexican
47800,mexican
47801,italian
47802,mexican
47803,french
47804,french
47805,moroccan
47806,chinese
47807,italian
47808,mexican
47809,chinese
47810,indian
47811,indian
47812,mexican
47813,thai
47814,italian
47815,thai
47816,thai
47817,vietnamese
47818,mexican
47819,british
47820,indian
47821,italian
47822,mexican
47823,russian
47824,jamaican
47825,french
47826,brazilian
47827,korean
47828,moroccan
47829,mexican
47830,cajun_creole
47831,italian
47832,vietnamese
47833,vietnamese
47834,indian
47835,cajun_creole
47836,italian
47837,thai
47838,italian
47839,mexican
47840,cajun_creole
47841,russian
47842,southern_us
47843,british
47844,french
47845,chinese
47846,korean
47847,mexican
47848,mexican
47849,southern_us
47850,cajun_creole
47851,indian
47852,indian
47853,italian
47854,mexican
47855,southern_us
47856,chinese
47857,russian
47858,mexican
47859,italian
47860,mexican
47861,chinese
47862,indian
47863,southern_us
47864,moroccan
47865,moroccan
47866,mexican
47867,moroccan
47868,italian
47869,greek
47870,italian
47871,korean
47872,mexican
47873,italian
47874,mexican
47875,mexican
47876,italian
47877,italian
47878,indian
47879,southern_us
47880,mexican
47881,italian
47882,cajun_creole
47883,indian
47884,southern_us
47885,moroccan
47886,greek
47887,mexican
47888,moroccan
47889,italian
47890,italian
47891,indian
47892,cajun_creole
47893,mexican
47894,southern_us
47895,thai
47896,italian
47897,french
47898,cajun_creole
47899,indian
47900,thai
47901,mexican
47902,moroccan
47903,russian
47904,spanish
47905,vietnamese
47906,french
47907,italian
47908,greek
47909,spanish
47910,mexican
47911,mexican
47912,italian
47913,thai
47914,italian
47915,southern_us
47916,indian
47917,chinese
47918,mexican
47919,greek
47920,mexican
47921,mexican
47922,spanish
47923,italian
47924,vietnamese
47925,indian
47926,chinese
47927,mexican
47928,filipino
47929,italian
47930,vietnamese
47931,thai
47932,italian
47933,italian
47934,italian
47935,italian
47936,italian
47937,mexican
47938,italian
47939,french
47940,chinese
47941,mexican
47942,indian
47943,chinese
47944,thai
47945,southern_us
47946,italian
47947,filipino
47948,greek
47949,italian
47950,indian
47951,indian
47952,mexican
47953,japanese
47954,chinese
47955,chinese
47956,italian
47957,cajun_creole
47958,spanish
47959,italian
47960,southern_us
47961,mexican
47962,moroccan
47963,indian
47964,chinese
47965,british
47966,indian
47967,mexican
47968,mexican
47969,chinese
47970,cajun_creole
47971,moroccan
47972,indian
47973,thai
47974,mexican
47975,italian
47976,southern_us
47977,italian
47978,mexican
47979,southern_us
47980,chinese
47981,indian
47982,italian
47983,french
47984,italian
47985,mexican
47986,mexican
47987,indian
47988,southern_us
47989,indian
47990,indian
47991,thai
47992,mexican
47993,korean
47994,chinese
47995,cajun_creole
47996,spanish
47997,thai
47998,italian
47999,cajun_creole
48000,spanish
48001,indian
48002,italian
48003,vietnamese
48004,french
48005,vietnamese
48006,italian
48007,chinese
48008,japanese
48009,indian
48010,italian
48011,southern_us
48012,british
48013,indian
48014,japanese
48015,spanish
48016,mexican
48017,irish
48018,brazilian
48019,indian
48020,italian
48021,italian
48022,southern_us
48023,spanish
48024,cajun_creole
48025,thai
48026,southern_us
48027,mexican
48028,mexican
48029,filipino
48030,chinese
48031,italian
48032,thai
48033,russian
48034,indian
48035,british
48036,jamaican
48037,thai
48038,vietnamese
48039,japanese
48040,southern_us
48041,vietnamese
48042,southern_us
48043,chinese
48044,mexican
48045,french
48046,italian
48047,mexican
48048,mexican
48049,greek
48050,chinese
48051,southern_us
48052,indian
48053,thai
48054,vietnamese
48055,mexican
48056,southern_us
48057,indian
48058,indian
48059,indian
48060,southern_us
48061,italian
48062,jamaican
48063,italian
48064,thai
48065,indian
48066,mexican
48067,italian
48068,french
48069,cajun_creole
48070,mexican
48071,chinese
48072,indian
48073,greek
48074,southern_us
48075,italian
48076,mexican
48077,chinese
48078,italian
48079,mexican
48080,indian
48081,italian
48082,southern_us
48083,british
48084,chinese
48085,japanese
48086,japanese
48087,indian
48088,mexican
48089,moroccan
48090,russian
48091,french
48092,italian
48093,italian
48094,indian
48095,japanese
48096,french
48097,russian
48098,chinese
48099,italian
48100,indian
48101,moroccan
48102,vietnamese
48103,irish
48104,italian
48105,mexican
48106,southern_us
48107,french
48108,mexican
48109,mexican
48110,chinese
48111,mexican
48112,southern_us
48113,indian
48114,chinese
48115,southern_us
48116,mexican
48117,irish
48118,cajun_creole
48119,mexican
48120,filipino
48121,indian
48122,moroccan
48123,thai
48124,cajun_creole
48125,mexican
48126,chinese
48127,korean
48128,filipino
48129,japanese
48130,jamaican
48131,southern_us
48132,chinese
48133,southern_us
48134,spanish
48135,mexican
48136,italian
48137,mexican
48138,indian
48139,italian
48140,southern_us
48141,thai
48142,italian
48143,filipino
48144,jamaican
48145,moroccan
48146,korean
48147,chinese
48148,irish
48149,italian
48150,mexican
48151,french
48152,italian
48153,southern_us
48154,greek
48155,thai
48156,italian
48157,japanese
48158,greek
48159,mexican
48160,japanese
48161,korean
48162,indian
48163,indian
48164,italian
48165,spanish
48166,southern_us
48167,southern_us
48168,jamaican
48169,italian
48170,japanese
48171,italian
48172,southern_us
48173,greek
48174,mexican
48175,southern_us
48176,italian
48177,japanese
48178,moroccan
48179,southern_us
48180,french
48181,moroccan
48182,chinese
48183,southern_us
48184,italian
48185,greek
48186,italian
48187,vietnamese
48188,mexican
48189,italian
48190,southern_us
48191,japanese
48192,russian
48193,indian
48194,filipino
48195,filipino
48196,vietnamese
48197,mexican
48198,chinese
48199,mexican
48200,mexican
48201,italian
48202,italian
48203,irish
48204,french
48205,japanese
48206,italian
48207,italian
48208,japanese
48209,mexican
48210,japanese
48211,chinese
48212,cajun_creole
48213,greek
48214,italian
48215,mexican
48216,mexican
48217,italian
48218,southern_us
48219,southern_us
48220,indian
48221,korean
48222,korean
48223,cajun_creole
48224,chinese
48225,italian
48226,italian
48227,mexican
48228,mexican
48229,korean
48230,southern_us
48231,greek
48232,indian
48233,italian
48234,mexican
48235,chinese
48236,cajun_creole
48237,indian
48238,jamaican
48239,chinese
48240,mexican
48241,mexican
48242,italian
48243,thai
48244,moroccan
48245,cajun_creole
48246,italian
48247,southern_us
48248,irish
48249,italian
48250,mexican
48251,indian
48252,chinese
48253,cajun_creole
48254,jamaican
48255,italian
48256,mexican
48257,cajun_creole
48258,italian
48259,italian
48260,italian
48261,mexican
48262,indian
48263,cajun_creole
48264,greek
48265,italian
48266,mexican
48267,indian
48268,mexican
48269,italian
48270,italian
48271,italian
48272,cajun_creole
48273,filipino
48274,indian
48275,thai
48276,southern_us
48277,vietnamese
48278,indian
48279,chinese
48280,greek
48281,french
48282,indian
48283,french
48284,italian
48285,cajun_creole
48286,southern_us
48287,jamaican
48288,italian
48289,mexican
48290,italian
48291,british
48292,italian
48293,italian
48294,southern_us
48295,korean
48296,italian
48297,moroccan
48298,irish
48299,italian
48300,chinese
48301,mexican
48302,greek
48303,jamaican
48304,brazilian
48305,brazilian
48306,cajun_creole
48307,italian
48308,italian
48309,cajun_creole
48310,mexican
48311,indian
48312,italian
48313,indian
48314,southern_us
48315,mexican
48316,british
48317,moroccan
48318,italian
48319,chinese
48320,brazilian
48321,spanish
48322,mexican
48323,french
48324,mexican
48325,greek
48326,filipino
48327,russian
48328,mexican
48329,thai
48330,cajun_creole
48331,cajun_creole
48332,french
48333,cajun_creole
48334,cajun_creole
48335,mexican
48336,southern_us
48337,british
48338,indian
48339,italian
48340,mexican
48341,indian
48342,italian
48343,italian
48344,mexican
48345,moroccan
48346,italian
48347,cajun_creole
48348,chinese
48349,mexican
48350,italian
48351,cajun_creole
48352,southern_us
48353,moroccan
48354,indian
48355,southern_us
48356,italian
48357,mexican
48358,mexican
48359,mexican
48360,southern_us
48361,chinese
48362,british
48363,spanish
48364,indian
48365,cajun_creole
48366,french
48367,greek
48368,southern_us
48369,greek
48370,thai
48371,chinese
48372,spanish
48373,italian
48374,italian
48375,indian
48376,chinese
48377,mexican
48378,korean
48379,cajun_creole
48380,thai
48381,moroccan
48382,chinese
48383,chinese
48384,mexican
48385,indian
48386,southern_us
48387,southern_us
48388,chinese
48389,french
48390,vietnamese
48391,mexican
48392,southern_us
48393,filipino
48394,chinese
48395,indian
48396,southern_us
48397,indian
48398,mexican
48399,chinese
48400,cajun_creole
48401,southern_us
48402,french
48403,southern_us
48404,russian
48405,cajun_creole
48406,moroccan
48407,vietnamese
48408,mexican
48409,chinese
48410,french
48411,filipino
48412,chinese
48413,southern_us
48414,korean
48415,mexican
48416,irish
48417,mexican
48418,french
48419,spanish
48420,mexican
48421,french
48422,chinese
48423,italian
48424,mexican
48425,italian
48426,italian
48427,chinese
48428,southern_us
48429,mexican
48430,chinese
48431,korean
48432,indian
48433,mexican
48434,french
48435,spanish
48436,mexican
48437,indian
48438,spanish
48439,italian
48440,mexican
48441,southern_us
48442,indian
48443,indian
48444,mexican
48445,spanish
48446,mexican
48447,moroccan
48448,italian
48449,mexican
48450,mexican
48451,italian
48452,italian
48453,italian
48454,russian
48455,indian
48456,japanese
48457,french
48458,italian
48459,mexican
48460,italian
48461,southern_us
48462,indian
48463,mexican
48464,greek
48465,japanese
48466,italian
48467,spanish
48468,mexican
48469,jamaican
48470,japanese
48471,italian
48472,french
48473,italian
48474,mexican
48475,italian
48476,southern_us
48477,italian
48478,southern_us
48479,italian
48480,irish
48481,chinese
48482,jamaican
48483,italian
48484,indian
48485,mexican
48486,italian
48487,japanese
48488,mexican
48489,italian
48490,filipino
48491,greek
48492,indian
48493,indian
48494,indian
48495,southern_us
48496,thai
48497,jamaican
48498,mexican
48499,mexican
48500,thai
48501,italian
48502,french
48503,chinese
48504,indian
48505,indian
48506,southern_us
48507,mexican
48508,italian
48509,moroccan
48510,indian
48511,japanese
48512,filipino
48513,southern_us
48514,irish
48515,mexican
48516,greek
48517,french
48518,vietnamese
48519,italian
48520,italian
48521,chinese
48522,italian
48523,mexican
48524,greek
48525,mexican
48526,indian
48527,italian
48528,french
48529,moroccan
48530,russian
48531,thai
48532,southern_us
48533,cajun_creole
48534,thai
48535,moroccan
48536,vietnamese
48537,italian
48538,cajun_creole
48539,italian
48540,cajun_creole
48541,italian
48542,spanish
48543,mexican
48544,mexican
48545,italian
48546,italian
48547,italian
48548,italian
48549,greek
48550,chinese
48551,southern_us
48552,italian
48553,mexican
48554,korean
48555,southern_us
48556,thai
48557,moroccan
48558,mexican
48559,french
48560,greek
48561,greek
48562,british
48563,italian
48564,mexican
48565,mexican
48566,italian
48567,mexican
48568,japanese
48569,jamaican
48570,moroccan
48571,italian
48572,italian
48573,mexican
48574,french
48575,mexican
48576,southern_us
48577,chinese
48578,filipino
48579,spanish
48580,mexican
48581,southern_us
48582,indian
48583,mexican
48584,mexican
48585,italian
48586,thai
48587,indian
48588,chinese
48589,italian
48590,mexican
48591,italian
48592,british
48593,moroccan
48594,mexican
48595,spanish
48596,japanese
48597,italian
48598,chinese
48599,cajun_creole
48600,moroccan
48601,french
48602,mexican
48603,italian
48604,italian
48605,korean
48606,southern_us
48607,korean
48608,italian
48609,indian
48610,italian
48611,irish
48612,french
48613,brazilian
48614,cajun_creole
48615,mexican
48616,irish
48617,moroccan
48618,mexican
48619,mexican
48620,southern_us
48621,mexican
48622,southern_us
48623,cajun_creole
48624,indian
48625,cajun_creole
48626,italian
48627,vietnamese
48628,japanese
48629,southern_us
48630,mexican
48631,filipino
48632,italian
48633,thai
48634,moroccan
48635,indian
48636,southern_us
48637,korean
48638,greek
48639,mexican
48640,mexican
48641,chinese
48642,italian
48643,korean
48644,indian
48645,mexican
48646,italian
48647,spanish
48648,cajun_creole
48649,southern_us
48650,indian
48651,jamaican
48652,italian
48653,french
48654,french
48655,greek
48656,greek
48657,vietnamese
48658,thai
48659,mexican
48660,southern_us
48661,jamaican
48662,italian
48663,spanish
48664,jamaican
48665,italian
48666,thai
48667,spanish
48668,filipino
48669,cajun_creole
48670,italian
48671,italian
48672,mexican
48673,southern_us
48674,moroccan
48675,french
48676,southern_us
48677,chinese
48678,british
48679,italian
48680,mexican
48681,mexican
48682,greek
48683,french
48684,jamaican
48685,french
48686,mexican
48687,mexican
48688,italian
48689,italian
48690,southern_us
48691,korean
48692,spanish
48693,filipino
48694,mexican
48695,cajun_creole
48696,cajun_creole
48697,japanese
48698,brazilian
48699,southern_us
48700,indian
48701,southern_us
48702,southern_us
48703,cajun_creole
48704,italian
48705,french
48706,italian
48707,mexican
48708,italian
48709,mexican
48710,mexican
48711,mexican
48712,japanese
48713,british
48714,italian
48715,chinese
48716,mexican
48717,indian
48718,spanish
48719,british
48720,chinese
48721,japanese
48722,mexican
48723,southern_us
48724,indian
48725,chinese
48726,indian
48727,mexican
48728,southern_us
48729,mexican
48730,cajun_creole
48731,filipino
48732,greek
48733,indian
48734,italian
48735,italian
48736,southern_us
48737,french
48738,french
48739,italian
48740,mexican
48741,spanish
48742,cajun_creole
48743,mexican
48744,chinese
48745,chinese
48746,chinese
48747,greek
48748,indian
48749,italian
48750,korean
48751,thai
48752,cajun_creole
48753,cajun_creole
48754,thai
48755,greek
48756,indian
48757,mexican
48758,indian
48759,italian
48760,mexican
48761,french
48762,korean
48763,indian
48764,spanish
48765,indian
48766,italian
48767,mexican
48768,brazilian
48769,thai
48770,italian
48771,southern_us
48772,indian
48773,filipino
48774,indian
48775,italian
48776,italian
48777,irish
48778,chinese
48779,french
48780,mexican
48781,indian
48782,mexican
48783,brazilian
48784,thai
48785,southern_us
48786,southern_us
48787,french
48788,cajun_creole
48789,french
48790,cajun_creole
48791,southern_us
48792,mexican
48793,filipino
48794,thai
48795,italian
48796,indian
48797,chinese
48798,thai
48799,mexican
48800,italian
48801,chinese
48802,greek
48803,southern_us
48804,italian
48805,italian
48806,cajun_creole
48807,italian
48808,chinese
48809,thai
48810,italian
48811,moroccan
48812,moroccan
48813,italian
48814,spanish
48815,jamaican
48816,french
48817,cajun_creole
48818,italian
48819,italian
48820,italian
48821,chinese
48822,italian
48823,italian
48824,italian
48825,korean
48826,indian
48827,italian
48828,italian
48829,japanese
48830,chinese
48831,chinese
48832,italian
48833,southern_us
48834,mexican
48835,korean
48836,italian
48837,british
48838,filipino
48839,french
48840,greek
48841,southern_us
48842,thai
48843,french
48844,italian
48845,korean
48846,indian
48847,mexican
48848,irish
48849,greek
48850,italian
48851,chinese
48852,spanish
48853,italian
48854,mexican
48855,thai
48856,italian
48857,italian
48858,moroccan
48859,italian
48860,japanese
48861,italian
48862,italian
48863,thai
48864,chinese
48865,southern_us
48866,southern_us
48867,southern_us
48868,italian
48869,french
48870,mexican
48871,indian
48872,italian
48873,italian
48874,italian
48875,italian
48876,mexican
48877,french
48878,cajun_creole
48879,italian
48880,greek
48881,indian
48882,italian
48883,southern_us
48884,italian
48885,cajun_creole
48886,vietnamese
48887,mexican
48888,french
48889,korean
48890,irish
48891,french
48892,mexican
48893,southern_us
48894,french
48895,brazilian
48896,french
48897,cajun_creole
48898,japanese
48899,italian
48900,southern_us
48901,french
48902,mexican
48903,thai
48904,japanese
48905,italian
48906,indian
48907,moroccan
48908,indian
48909,japanese
48910,french
48911,mexican
48912,italian
48913,french
48914,italian
48915,mexican
48916,mexican
48917,korean
48918,italian
48919,indian
48920,cajun_creole
48921,spanish
48922,filipino
48923,chinese
48924,chinese
48925,thai
48926,cajun_creole
48927,mexican
48928,indian
48929,chinese
48930,italian
48931,southern_us
48932,vietnamese
48933,mexican
48934,brazilian
48935,british
48936,southern_us
48937,french
48938,indian
48939,thai
48940,italian
48941,southern_us
48942,italian
48943,southern_us
48944,mexican
48945,mexican
48946,southern_us
48947,indian
48948,thai
48949,cajun_creole
48950,chinese
48951,italian
48952,spanish
48953,mexican
48954,cajun_creole
48955,southern_us
48956,british
48957,southern_us
48958,korean
48959,french
48960,italian
48961,italian
48962,mexican
48963,italian
48964,cajun_creole
48965,korean
48966,southern_us
48967,mexican
48968,chinese
48969,mexican
48970,filipino
48971,southern_us
48972,jamaican
48973,southern_us
48974,southern_us
48975,italian
48976,italian
48977,greek
48978,southern_us
48979,french
48980,chinese
48981,southern_us
48982,moroccan
48983,japanese
48984,brazilian
48985,thai
48986,french
48987,french
48988,cajun_creole
48989,italian
48990,japanese
48991,british
48992,mexican
48993,italian
48994,french
48995,indian
48996,british
48997,mexican
48998,japanese
48999,italian
49000,spanish
49001,chinese
49002,thai
49003,mexican
49004,french
49005,mexican
49006,indian
49007,chinese
49008,mexican
49009,filipino
49010,indian
49011,italian
49012,korean
49013,greek
49014,mexican
49015,mexican
49016,italian
49017,italian
49018,southern_us
49019,chinese
49020,italian
49021,moroccan
49022,french
49023,mexican
49024,italian
49025,french
49026,spanish
49027,indian
49028,french
49029,french
49030,indian
49031,mexican
49032,mexican
49033,mexican
49034,indian
49035,southern_us
49036,southern_us
49037,italian
49038,spanish
49039,filipino
49040,french
49041,thai
49042,mexican
49043,italian
49044,italian
49045,southern_us
49046,french
49047,italian
49048,british
49049,british
49050,cajun_creole
49051,chinese
49052,spanish
49053,chinese
49054,mexican
49055,cajun_creole
49056,indian
49057,mexican
49058,british
49059,french
49060,southern_us
49061,mexican
49062,spanish
49063,spanish
49064,chinese
49065,thai
49066,filipino
49067,italian
49068,southern_us
49069,italian
49070,indian
49071,jamaican
49072,cajun_creole
49073,mexican
49074,southern_us
49075,southern_us
49076,french
49077,italian
49078,chinese
49079,filipino
49080,southern_us
49081,jamaican
49082,indian
49083,italian
49084,thai
49085,italian
49086,indian
49087,russian
49088,japanese
49089,chinese
49090,italian
49091,mexican
49092,mexican
49093,mexican
49094,chinese
49095,southern_us
49096,indian
49097,indian
49098,cajun_creole
49099,mexican
49100,french
49101,italian
49102,mexican
49103,italian
49104,indian
49105,thai
49106,french
49107,italian
49108,spanish
49109,russian
49110,mexican
49111,indian
49112,thai
49113,indian
49114,mexican
49115,british
49116,indian
49117,korean
49118,thai
49119,mexican
49120,thai
49121,mexican
49122,mexican
49123,italian
49124,indian
49125,italian
49126,chinese
49127,italian
49128,moroccan
49129,mexican
49130,chinese
49131,mexican
49132,italian
49133,japanese
49134,filipino
49135,french
49136,cajun_creole
49137,chinese
49138,indian
49139,french
49140,greek
49141,italian
49142,mexican
49143,mexican
49144,spanish
49145,filipino
49146,mexican
49147,italian
49148,italian
49149,mexican
49150,mexican
49151,indian
49152,italian
49153,italian
49154,greek
49155,mexican
49156,thai
49157,mexican
49158,vietnamese
49159,mexican
49160,mexican
49161,mexican
49162,italian
49163,french
49164,greek
49165,filipino
49166,italian
49167,british
49168,japanese
49169,chinese
49170,mexican
49171,mexican
49172,british
49173,mexican
49174,russian
49175,thai
49176,mexican
49177,cajun_creole
49178,thai
49179,thai
49180,southern_us
49181,mexican
49182,french
49183,british
49184,korean
49185,vietnamese
49186,southern_us
49187,mexican
49188,filipino
49189,british
49190,chinese
49191,italian
49192,french
49193,southern_us
49194,japanese
49195,filipino
49196,japanese
49197,mexican
49198,indian
49199,greek
49200,spanish
49201,french
49202,indian
49203,moroccan
49204,chinese
49205,italian
49206,mexican
49207,italian
49208,chinese
49209,indian
49210,japanese
49211,mexican
49212,italian
49213,mexican
49214,british
49215,chinese
49216,irish
49217,chinese
49218,korean
49219,southern_us
49220,thai
49221,chinese
49222,italian
49223,mexican
49224,southern_us
49225,jamaican
49226,japanese
49227,italian
49228,french
49229,moroccan
49230,mexican
49231,italian
49232,indian
49233,italian
49234,italian
49235,vietnamese
49236,filipino
49237,vietnamese
49238,chinese
49239,italian
49240,thai
49241,british
49242,spanish
49243,italian
49244,southern_us
49245,filipino
49246,italian
49247,french
49248,italian
49249,moroccan
49250,greek
49251,indian
49252,chinese
49253,korean
49254,vietnamese
49255,italian
49256,mexican
49257,moroccan
49258,brazilian
49259,indian
49260,italian
49261,russian
49262,italian
49263,irish
49264,japanese
49265,japanese
49266,italian
49267,mexican
49268,thai
49269,mexican
49270,filipino
49271,italian
49272,french
49273,chinese
49274,french
49275,chinese
49276,southern_us
49277,moroccan
49278,jamaican
49279,french
49280,italian
49281,greek
49282,chinese
49283,italian
49284,italian
49285,indian
49286,mexican
49287,mexican
49288,mexican
49289,chinese
49290,italian
49291,italian
49292,french
49293,italian
49294,southern_us
49295,indian
49296,mexican
49297,indian
49298,italian
49299,chinese
49300,mexican
49301,southern_us
49302,italian
49303,thai
49304,french
49305,vietnamese
49306,mexican
49307,vietnamese
49308,chinese
49309,mexican
49310,cajun_creole
49311,italian
49312,mexican
49313,indian
49314,french
49315,japanese
49316,italian
49317,mexican
49318,indian
49319,filipino
49320,indian
49321,italian
49322,irish
49323,indian
49324,vietnamese
49325,mexican
49326,mexican
49327,russian
49328,indian
49329,filipino
49330,french
49331,moroccan
49332,italian
49333,italian
49334,indian
49335,italian
49336,italian
49337,mexican
49338,mexican
49339,italian
49340,spanish
49341,british
49342,mexican
49343,thai
49344,filipino
49345,indian
49346,southern_us
49347,mexican
49348,mexican
49349,spanish
49350,cajun_creole
49351,filipino
49352,southern_us
49353,italian
49354,southern_us
49355,thai
49356,russian
49357,italian
49358,italian
49359,indian
49360,mexican
49361,japanese
49362,thai
49363,indian
49364,mexican
49365,mexican
49366,southern_us
49367,vietnamese
49368,chinese
49369,korean
49370,brazilian
49371,italian
49372,mexican
49373,irish
49374,southern_us
49375,southern_us
49376,cajun_creole
49377,irish
49378,filipino
49379,thai
49380,chinese
49381,greek
49382,italian
49383,italian
49384,italian
49385,greek
49386,russian
49387,italian
49388,mexican
49389,italian
49390,italian
49391,thai
49392,mexican
49393,italian
49394,mexican
49395,indian
49396,italian
49397,italian
49398,jamaican
49399,mexican
49400,mexican
49401,italian
49402,cajun_creole
49403,chinese
49404,mexican
49405,mexican
49406,indian
49407,chinese
49408,mexican
49409,italian
49410,spanish
49411,mexican
49412,thai
49413,southern_us
49414,french
49415,italian
49416,southern_us
49417,chinese
49418,cajun_creole
49419,italian
49420,indian
49421,french
49422,indian
49423,french
49424,mexican
49425,mexican
49426,mexican
49427,italian
49428,mexican
49429,mexican
49430,southern_us
49431,italian
49432,italian
49433,french
49434,thai
49435,mexican
49436,thai
49437,cajun_creole
49438,french
49439,cajun_creole
49440,korean
49441,mexican
49442,italian
49443,chinese
49444,mexican
49445,vietnamese
49446,british
49447,vietnamese
49448,mexican
49449,mexican
49450,italian
49451,chinese
49452,moroccan
49453,chinese
49454,indian
49455,southern_us
49456,cajun_creole
49457,mexican
49458,italian
49459,italian
49460,vietnamese
49461,italian
49462,italian
49463,russian
49464,mexican
49465,mexican
49466,cajun_creole
49467,southern_us
49468,mexican
49469,irish
49470,thai
49471,italian
49472,mexican
49473,french
49474,mexican
49475,mexican
49476,cajun_creole
49477,southern_us
49478,italian
49479,italian
49480,indian
49481,french
49482,japanese
49483,british
49484,mexican
49485,mexican
49486,japanese
49487,chinese
49488,mexican
49489,cajun_creole
49490,korean
49491,filipino
49492,southern_us
49493,indian
49494,russian
49495,cajun_creole
49496,southern_us
49497,moroccan
49498,chinese
49499,cajun_creole
49500,southern_us
49501,italian
49502,chinese
49503,southern_us
49504,chinese
49505,indian
49506,filipino
49507,thai
49508,mexican
49509,indian
49510,indian
49511,japanese
49512,italian
49513,mexican
49514,chinese
49515,italian
49516,italian
49517,italian
49518,spanish
49519,korean
49520,thai
49521,british
49522,thai
49523,mexican
49524,mexican
49525,indian
49526,italian
49527,southern_us
49528,italian
49529,vietnamese
49530,chinese
49531,southern_us
49532,french
49533,chinese
49534,moroccan
49535,italian
49536,korean
49537,mexican
49538,indian
49539,indian
49540,italian
49541,italian
49542,moroccan
49543,chinese
49544,italian
49545,mexican
49546,southern_us
49547,thai
49548,southern_us
49549,indian
49550,thai
49551,chinese
49552,chinese
49553,filipino
49554,indian
49555,french
49556,italian
49557,italian
49558,italian
49559,moroccan
49560,italian
49561,indian
